t1,t2
"Shoot_weight, Stress_Shoot_thickness, Lost_Shoot_thickness",54.1
"Shoot_weight, Stress_Shoot_thickness, Lost_Chlorophyll_A",65.2
"Shoot_weight, Stress_Shoot_thickness, Lost_Chlorophyll_B",61.1
"Shoot_weight, Stress_Shoot_thickness, Seed_volume",61
"Shoot_weight, Stress_Shoot_thickness, Seed_density",51.3
"Shoot_weight, Lost_Root_weight, Lost_Shoot_weight",76.1
"Shoot_weight, Lost_Root_weight, Lost_Root_length",52.5
"Shoot_weight, Lost_Root_weight, Lost_Shoot_length",62.3
"Shoot_weight, Lost_Root_weight, Lost_Root_thickness",70.4
"Shoot_weight, Lost_Root_weight, Lost_Shoot_thickness",68.3
"Shoot_weight, Lost_Root_weight, Lost_Chlorophyll_A",48
"Shoot_weight, Lost_Root_weight, Lost_Chlorophyll_B",48.6
"Shoot_weight, Lost_Root_weight, Seed_volume",53.3
"Shoot_weight, Lost_Root_weight, Seed_density",48.4
"Shoot_weight, Lost_Shoot_weight, Lost_Root_length",61.5
"Shoot_weight, Lost_Shoot_weight, Lost_Shoot_length",73.6
"Shoot_weight, Lost_Shoot_weight, Lost_Root_thickness",72.7
"Shoot_weight, Lost_Shoot_weight, Lost_Shoot_thickness",82.3
"Shoot_weight, Lost_Shoot_weight, Lost_Chlorophyll_A",59.8
"Shoot_weight, Lost_Shoot_weight, Lost_Chlorophyll_B",60
"Shoot_weight, Lost_Shoot_weight, Seed_volume",65.1
"Shoot_weight, Lost_Shoot_weight, Seed_density",60
"Shoot_weight, Lost_Root_length, Lost_Shoot_length",53.8
"Shoot_weight, Lost_Root_length, Lost_Root_thickness",49.6
"Shoot_weight, Lost_Root_length, Lost_Shoot_thickness",53
"Shoot_weight, Lost_Root_length, Lost_Chlorophyll_A",45.5
"Shoot_weight, Lost_Root_length, Lost_Chlorophyll_B",42
"Shoot_weight, Lost_Root_length, Seed_volume",45.7
"Shoot_weight, Lost_Root_length, Seed_density",35.9
"Shoot_weight, Lost_Shoot_length, Lost_Root_thickness",57
"Shoot_weight, Lost_Shoot_length, Lost_Shoot_thickness",60.3
"Shoot_weight, Lost_Shoot_length, Lost_Chlorophyll_A",46.4
"Shoot_weight, Lost_Shoot_length, Lost_Chlorophyll_B",46.7
"Shoot_weight, Lost_Shoot_length, Seed_volume",51.8
"Shoot_weight, Lost_Shoot_length, Seed_density",46.6
"Shoot_weight, Lost_Root_thickness, Lost_Shoot_thickness",65.2
"Shoot_weight, Lost_Root_thickness, Lost_Chlorophyll_A",48.8
"Shoot_weight, Lost_Root_thickness, Lost_Chlorophyll_B",47.7
"Shoot_weight, Lost_Root_thickness, Seed_volume",52.4
"Shoot_weight, Lost_Root_thickness, Seed_density",47.9
"Shoot_weight, Lost_Shoot_thickness, Lost_Chlorophyll_A",52.2
"Shoot_weight, Lost_Shoot_thickness, Lost_Chlorophyll_B",52.9
"Shoot_weight, Lost_Shoot_thickness, Seed_volume",55.9
"Shoot_weight, Lost_Shoot_thickness, Seed_density",51.2
"Shoot_weight, Lost_Chlorophyll_A, Lost_Chlorophyll_B",66.3
"Shoot_weight, Lost_Chlorophyll_A, Seed_volume",49.4
"Shoot_weight, Lost_Chlorophyll_A, Seed_density",41.3
"Shoot_weight, Lost_Chlorophyll_B, Seed_volume",47.4
"Shoot_weight, Lost_Chlorophyll_B, Seed_density",39.5
"Shoot_weight, Seed_volume, Seed_density",49.5
"Root_length, Shoot_length, Root_Na+",45.7
"Root_length, Shoot_length, Root_K+",45.8
"Root_length, Shoot_length, Shoot_Na+",45
"Root_length, Shoot_length, Shoot_K+",46.9
"Root_length, Shoot_length, Chlorophyll_A",55.8
"Root_length, Shoot_length, Chlorophyll_B",52.3
"Root_length, Shoot_length, Stress_Root_weight",59.1
"Root_length, Shoot_length, Stress_Shoot_weight",58
"Root_length, Shoot_length, Stress_Root_length",58.5
"Root_length, Shoot_length, Stress_Shoot_length",61
"Root_length, Shoot_length, Stress_Root_Na+",47.9
"Root_length, Shoot_length, Stress_Root_K+",47.1
"Root_length, Shoot_length, Stress_Shoot_Na+",45.6
"Root_length, Shoot_length, Stress_Shoot_K+",45.2
"Root_length, Shoot_length, SES",52.5
"Root_length, Shoot_length, Stress_Chlorophyll_A",53.1
"Root_length, Shoot_length, Stress_Chlorophyll_B",53
"Root_length, Shoot_length, Width_WO_husk",50
"Root_length, Shoot_length, Length_WO_husk",45.9
"Root_length, Shoot_length, Height_WO_husk",54
"Root_length, Shoot_length, Seed_Weight",53.5
"Root_length, Shoot_length, Root_thickness",52.5
"Root_length, Shoot_length, Shoot_thickness",57.2
"Root_length, Shoot_length, Stress_Root_thickness",51
"Root_length, Shoot_length, Stress_Shoot_thickness",53.3
"Root_length, Shoot_length, Lost_Root_weight",54.6
"Root_length, Shoot_length, Lost_Shoot_weight",60.5
"Root_length, Shoot_length, Lost_Root_length",52.7
"Root_length, Shoot_length, Lost_Shoot_length",60.3
"Root_length, Shoot_length, Lost_Root_thickness",46.4
"Root_length, Shoot_length, Lost_Shoot_thickness",49
"Root_length, Shoot_length, Lost_Chlorophyll_A",46
"Root_length, Shoot_length, Lost_Chlorophyll_B",45.8
"Root_length, Shoot_length, Seed_volume",52.8
"Root_length, Shoot_length, Seed_density",45.2
"Root_length, Root_Na+, Root_K+",40.8
"Root_length, Root_Na+, Shoot_Na+",36.6
"Root_length, Root_Na+, Shoot_K+",39.1
"Root_length, Root_Na+, Chlorophyll_A",42.9
"Root_length, Root_Na+, Chlorophyll_B",41.3
"Root_length, Root_Na+, Stress_Root_weight",47
"Root_length, Root_Na+, Stress_Shoot_weight",41.6
"Root_length, Root_Na+, Stress_Root_length",49.7
"Root_length, Root_Na+, Stress_Shoot_length",39.7
"Root_length, Root_Na+, Stress_Root_Na+",39.2
"Root_length, Root_Na+, Stress_Root_K+",39.3
"Root_length, Root_Na+, Stress_Shoot_Na+",37.2
"Root_length, Root_Na+, Stress_Shoot_K+",36.5
"Root_length, Root_Na+, SES",39.1
"Root_length, Root_Na+, Stress_Chlorophyll_A",38.8
"Root_length, Root_Na+, Stress_Chlorophyll_B",40.2
"Root_length, Root_Na+, Width_WO_husk",46.4
"Root_length, Root_Na+, Length_WO_husk",36.6
"Root_length, Root_Na+, Height_WO_husk",47.3
"Root_length, Root_Na+, Seed_Weight",45.3
"Root_length, Root_Na+, Root_thickness",38.4
"Root_length, Root_Na+, Shoot_thickness",47.5
"Root_length, Root_Na+, Stress_Root_thickness",40.8
"Root_length, Root_Na+, Stress_Shoot_thickness",41.9
"Root_length, Root_Na+, Lost_Root_weight",44.5
"Root_length, Root_Na+, Lost_Shoot_weight",47
"Root_length, Root_Na+, Lost_Root_length",49.6
"Root_length, Root_Na+, Lost_Shoot_length",43.6
"Root_length, Root_Na+, Lost_Root_thickness",38.8
"Root_length, Root_Na+, Lost_Shoot_thickness",42.2
"Root_length, Root_Na+, Lost_Chlorophyll_A",36.6
"Root_length, Root_Na+, Lost_Chlorophyll_B",36.8
"Root_length, Root_Na+, Seed_volume",46.2
"Root_length, Root_Na+, Seed_density",39.6
"Root_length, Root_K+, Shoot_Na+",36.7
"Root_length, Root_K+, Shoot_K+",35.1
"Root_length, Root_K+, Chlorophyll_A",42.1
"Root_length, Root_K+, Chlorophyll_B",40
"Root_length, Root_K+, Stress_Root_weight",45.2
"Root_length, Root_K+, Stress_Shoot_weight",41.2
"Root_length, Root_K+, Stress_Root_length",50
"Root_length, Root_K+, Stress_Shoot_length",39.6
"Root_length, Root_K+, Stress_Root_Na+",37.6
"Root_length, Root_K+, Stress_Root_K+",38.1
"Root_length, Root_K+, Stress_Shoot_Na+",35.3
"Root_length, Root_K+, Stress_Shoot_K+",34.5
"Root_length, Root_K+, SES",40
"Root_length, Root_K+, Stress_Chlorophyll_A",37.7
"Root_length, Root_K+, Stress_Chlorophyll_B",37.1
"Root_length, Root_K+, Width_WO_husk",43.9
"Root_length, Root_K+, Length_WO_husk",38
"Root_length, Root_K+, Height_WO_husk",44.9
"Root_length, Root_K+, Seed_Weight",42
"Root_length, Root_K+, Root_thickness",37.9
"Root_length, Root_K+, Shoot_thickness",45.1
"Root_length, Root_K+, Stress_Root_thickness",35.2
"Root_length, Root_K+, Stress_Shoot_thickness",40.9
"Root_length, Root_K+, Lost_Root_weight",43.2
"Root_length, Root_K+, Lost_Shoot_weight",45.2
"Root_length, Root_K+, Lost_Root_length",48.6
"Root_length, Root_K+, Lost_Shoot_length",42.8
"Root_length, Root_K+, Lost_Root_thickness",39.2
"Root_length, Root_K+, Lost_Shoot_thickness",40.8
"Root_length, Root_K+, Lost_Chlorophyll_A",36.5
"Root_length, Root_K+, Lost_Chlorophyll_B",35.7
"Root_length, Root_K+, Seed_volume",42.1
"Root_length, Root_K+, Seed_density",35.4
"Root_length, Shoot_Na+, Shoot_K+",36.7
"Root_length, Shoot_Na+, Chlorophyll_A",42.2
"Root_length, Shoot_Na+, Chlorophyll_B",41
"Root_length, Shoot_Na+, Stress_Root_weight",45
"Root_length, Shoot_Na+, Stress_Shoot_weight",40
"Root_length, Shoot_Na+, Stress_Root_length",49.9
"Root_length, Shoot_Na+, Stress_Shoot_length",39.3
"Root_length, Shoot_Na+, Stress_Root_Na+",37.4
"Root_length, Shoot_Na+, Stress_Root_K+",38.2
"Root_length, Shoot_Na+, Stress_Shoot_Na+",35.6
"Root_length, Shoot_Na+, Stress_Shoot_K+",37.3
"Root_length, Shoot_Na+, SES",38.7
"Root_length, Shoot_Na+, Stress_Chlorophyll_A",36.6
"Root_length, Shoot_Na+, Stress_Chlorophyll_B",36.7
"Root_length, Shoot_Na+, Width_WO_husk",44.9
"Root_length, Shoot_Na+, Length_WO_husk",40
"Root_length, Shoot_Na+, Height_WO_husk",47.1
"Root_length, Shoot_Na+, Seed_Weight",42.5
"Root_length, Shoot_Na+, Root_thickness",36.6
"Root_length, Shoot_Na+, Shoot_thickness",44.9
"Root_length, Shoot_Na+, Stress_Root_thickness",35.3
"Root_length, Shoot_Na+, Stress_Shoot_thickness",39.5
"Root_length, Shoot_Na+, Lost_Root_weight",43.2
"Root_length, Shoot_Na+, Lost_Shoot_weight",45.1
"Root_length, Shoot_Na+, Lost_Root_length",48.2
"Root_length, Shoot_Na+, Lost_Shoot_length",42.2
"Root_length, Shoot_Na+, Lost_Root_thickness",38.1
"Root_length, Shoot_Na+, Lost_Shoot_thickness",40.7
"Root_length, Shoot_Na+, Lost_Chlorophyll_A",36.6
"Root_length, Shoot_Na+, Lost_Chlorophyll_B",37.2
"Root_length, Shoot_Na+, Seed_volume",42.8
"Root_length, Shoot_Na+, Seed_density",37.1
"Root_length, Shoot_K+, Chlorophyll_A",42
"Root_length, Shoot_K+, Chlorophyll_B",40
"Root_length, Shoot_K+, Stress_Root_weight",45.7
"Root_length, Shoot_K+, Stress_Shoot_weight",40.5
"Root_length, Shoot_K+, Stress_Root_length",50
"Root_length, Shoot_K+, Stress_Shoot_length",41.4
"Root_length, Shoot_K+, Stress_Root_Na+",37.8
"Root_length, Shoot_K+, Stress_Root_K+",38.3
"Root_length, Shoot_K+, Stress_Shoot_Na+",35.8
"Root_length, Shoot_K+, Stress_Shoot_K+",35.2
"Root_length, Shoot_K+, SES",38.2
"Root_length, Shoot_K+, Stress_Chlorophyll_A",36.9
"Root_length, Shoot_K+, Stress_Chlorophyll_B",37.7
"Root_length, Shoot_K+, Width_WO_husk",44.4
"Root_length, Shoot_K+, Length_WO_husk",37.7
"Root_length, Shoot_K+, Height_WO_husk",46.3
"Root_length, Shoot_K+, Seed_Weight",45.1
"Root_length, Shoot_K+, Root_thickness",38.3
"Root_length, Shoot_K+, Shoot_thickness",45.3
"Root_length, Shoot_K+, Stress_Root_thickness",36.7
"Root_length, Shoot_K+, Stress_Shoot_thickness",39.5
"Root_length, Shoot_K+, Lost_Root_weight",44
"Root_length, Shoot_K+, Lost_Shoot_weight",46
"Root_length, Shoot_K+, Lost_Root_length",48.1
"Root_length, Shoot_K+, Lost_Shoot_length",43
"Root_length, Shoot_K+, Lost_Root_thickness",38.7
"Root_length, Shoot_K+, Lost_Shoot_thickness",41.5
"Root_length, Shoot_K+, Lost_Chlorophyll_A",35.4
"Root_length, Shoot_K+, Lost_Chlorophyll_B",35.6
"Root_length, Shoot_K+, Seed_volume",44.8
"Root_length, Shoot_K+, Seed_density",35.6
"Root_length, Chlorophyll_A, Chlorophyll_B",66
"Root_length, Chlorophyll_A, Stress_Root_weight",50.4
"Root_length, Chlorophyll_A, Stress_Shoot_weight",47.5
"Root_length, Chlorophyll_A, Stress_Root_length",52.8
"Root_length, Chlorophyll_A, Stress_Shoot_length",47.3
"Root_length, Chlorophyll_A, Stress_Root_Na+",43.5
"Root_length, Chlorophyll_A, Stress_Root_K+",43.1
"Root_length, Chlorophyll_A, Stress_Shoot_Na+",42.1
"Root_length, Chlorophyll_A, Stress_Shoot_K+",42.4
"Root_length, Chlorophyll_A, SES",43.3
"Root_length, Chlorophyll_A, Stress_Chlorophyll_A",45.3
"Root_length, Chlorophyll_A, Stress_Chlorophyll_B",46.1
"Root_length, Chlorophyll_A, Width_WO_husk",46.6
"Root_length, Chlorophyll_A, Length_WO_husk",41.1
"Root_length, Chlorophyll_A, Height_WO_husk",48.8
"Root_length, Chlorophyll_A, Seed_Weight",47
"Root_length, Chlorophyll_A, Root_thickness",44.5
"Root_length, Chlorophyll_A, Shoot_thickness",54
"Root_length, Chlorophyll_A, Stress_Root_thickness",43.6
"Root_length, Chlorophyll_A, Stress_Shoot_thickness",46
"Root_length, Chlorophyll_A, Lost_Root_weight",50.3
"Root_length, Chlorophyll_A, Lost_Shoot_weight",54.3
"Root_length, Chlorophyll_A, Lost_Root_length",51.6
"Root_length, Chlorophyll_A, Lost_Shoot_length",51
"Root_length, Chlorophyll_A, Lost_Root_thickness",41.4
"Root_length, Chlorophyll_A, Lost_Shoot_thickness",48.9
"Root_length, Chlorophyll_A, Lost_Chlorophyll_A",47.1
"Root_length, Chlorophyll_A, Lost_Chlorophyll_B",48.2
"Root_length, Chlorophyll_A, Seed_volume",46.9
"Root_length, Chlorophyll_A, Seed_density",41.2
"Root_length, Chlorophyll_B, Stress_Root_weight",48.4
"Root_length, Chlorophyll_B, Stress_Shoot_weight",45.3
"Root_length, Chlorophyll_B, Stress_Root_length",52.1
"Root_length, Chlorophyll_B, Stress_Shoot_length",44.9
"Root_length, Chlorophyll_B, Stress_Root_Na+",42
"Root_length, Chlorophyll_B, Stress_Root_K+",41.7
"Root_length, Chlorophyll_B, Stress_Shoot_Na+",40.2
"Root_length, Chlorophyll_B, Stress_Shoot_K+",40.4
"Root_length, Chlorophyll_B, SES",41.3
"Root_length, Chlorophyll_B, Stress_Chlorophyll_A",42.9
"Root_length, Chlorophyll_B, Stress_Chlorophyll_B",43.6
"Root_length, Chlorophyll_B, Width_WO_husk",46.1
"Root_length, Chlorophyll_B, Length_WO_husk",39.7
"Root_length, Chlorophyll_B, Height_WO_husk",49.1
"Root_length, Chlorophyll_B, Seed_Weight",45.9
"Root_length, Chlorophyll_B, Root_thickness",43
"Root_length, Chlorophyll_B, Shoot_thickness",52.5
"Root_length, Chlorophyll_B, Stress_Root_thickness",40.7
"Root_length, Chlorophyll_B, Stress_Shoot_thickness",44
"Root_length, Chlorophyll_B, Lost_Root_weight",48.6
"Root_length, Chlorophyll_B, Lost_Shoot_weight",52.3
"Root_length, Chlorophyll_B, Lost_Root_length",49.4
"Root_length, Chlorophyll_B, Lost_Shoot_length",47.9
"Root_length, Chlorophyll_B, Lost_Root_thickness",41.1
"Root_length, Chlorophyll_B, Lost_Shoot_thickness",47.8
"Root_length, Chlorophyll_B, Lost_Chlorophyll_A",45.7
"Root_length, Chlorophyll_B, Lost_Chlorophyll_B",50.6
"Root_length, Chlorophyll_B, Seed_volume",45.9
"Root_length, Chlorophyll_B, Seed_density",39.4
"Root_length, Stress_Root_weight, Stress_Shoot_weight",66.9
"Root_length, Stress_Root_weight, Stress_Root_length",64.8
"Root_length, Stress_Root_weight, Stress_Shoot_length",61.3
"Root_length, Stress_Root_weight, Stress_Root_Na+",47.6
"Root_length, Stress_Root_weight, Stress_Root_K+",47.6
"Root_length, Stress_Root_weight, Stress_Shoot_Na+",45.4
"Root_length, Stress_Root_weight, Stress_Shoot_K+",45.1
"Root_length, Stress_Root_weight, SES",61.1
"Root_length, Stress_Root_weight, Stress_Chlorophyll_A",59.9
"Root_length, Stress_Root_weight, Stress_Chlorophyll_B",59.2
"Root_length, Stress_Root_weight, Width_WO_husk",51.4
"Root_length, Stress_Root_weight, Length_WO_husk",46.4
"Root_length, Stress_Root_weight, Height_WO_husk",55.4
"Root_length, Stress_Root_weight, Seed_Weight",55.3
"Root_length, Stress_Root_weight, Root_thickness",50.5
"Root_length, Stress_Root_weight, Shoot_thickness",57.8
"Root_length, Stress_Root_weight, Stress_Root_thickness",63.8
"Root_length, Stress_Root_weight, Stress_Shoot_thickness",65.5
"Root_length, Stress_Root_weight, Lost_Root_weight",45.3
"Root_length, Stress_Root_weight, Lost_Shoot_weight",49.5
"Root_length, Stress_Root_weight, Lost_Root_length",48.8
"Root_length, Stress_Root_weight, Lost_Shoot_length",46.1
"Root_length, Stress_Root_weight, Lost_Root_thickness",48.1
"Root_length, Stress_Root_weight, Lost_Shoot_thickness",45.3
"Root_length, Stress_Root_weight, Lost_Chlorophyll_A",54.6
"Root_length, Stress_Root_weight, Lost_Chlorophyll_B",53
"Root_length, Stress_Root_weight, Seed_volume",54.3
"Root_length, Stress_Root_weight, Seed_density",45.8
"Root_length, Stress_Shoot_weight, Stress_Root_length",60.2
"Root_length, Stress_Shoot_weight, Stress_Shoot_length",62.6
"Root_length, Stress_Shoot_weight, Stress_Root_Na+",43.5
"Root_length, Stress_Shoot_weight, Stress_Root_K+",43.5
"Root_length, Stress_Shoot_weight, Stress_Shoot_Na+",42.5
"Root_length, Stress_Shoot_weight, Stress_Shoot_K+",40.1
"Root_length, Stress_Shoot_weight, SES",62.2
"Root_length, Stress_Shoot_weight, Stress_Chlorophyll_A",61.3
"Root_length, Stress_Shoot_weight, Stress_Chlorophyll_B",59.7
"Root_length, Stress_Shoot_weight, Width_WO_husk",48.3
"Root_length, Stress_Shoot_weight, Length_WO_husk",43.1
"Root_length, Stress_Shoot_weight, Height_WO_husk",52.7
"Root_length, Stress_Shoot_weight, Seed_Weight",53
"Root_length, Stress_Shoot_weight, Root_thickness",50.3
"Root_length, Stress_Shoot_weight, Shoot_thickness",56.8
"Root_length, Stress_Shoot_weight, Stress_Root_thickness",58.1
"Root_length, Stress_Shoot_weight, Stress_Shoot_thickness",67.3
"Root_length, Stress_Shoot_weight, Lost_Root_weight",43.5
"Root_length, Stress_Shoot_weight, Lost_Shoot_weight",46.5
"Root_length, Stress_Shoot_weight, Lost_Root_length",48
"Root_length, Stress_Shoot_weight, Lost_Shoot_length",41.8
"Root_length, Stress_Shoot_weight, Lost_Root_thickness",41.6
"Root_length, Stress_Shoot_weight, Lost_Shoot_thickness",41.7
"Root_length, Stress_Shoot_weight, Lost_Chlorophyll_A",55.8
"Root_length, Stress_Shoot_weight, Lost_Chlorophyll_B",52.6
"Root_length, Stress_Shoot_weight, Seed_volume",52.1
"Root_length, Stress_Shoot_weight, Seed_density",40.9
"Root_length, Stress_Root_length, Stress_Shoot_length",61.5
"Root_length, Stress_Root_length, Stress_Root_Na+",51
"Root_length, Stress_Root_length, Stress_Root_K+",51.2
"Root_length, Stress_Root_length, Stress_Shoot_Na+",49.7
"Root_length, Stress_Root_length, Stress_Shoot_K+",49.6
"Root_length, Stress_Root_length, SES",55.4
"Root_length, Stress_Root_length, Stress_Chlorophyll_A",55.6
"Root_length, Stress_Root_length, Stress_Chlorophyll_B",55.2
"Root_length, Stress_Root_length, Width_WO_husk",54.3
"Root_length, Stress_Root_length, Length_WO_husk",50.3
"Root_length, Stress_Root_length, Height_WO_husk",57.4
"Root_length, Stress_Root_length, Seed_Weight",55
"Root_length, Stress_Root_length, Root_thickness",50.1
"Root_length, Stress_Root_length, Shoot_thickness",57.7
"Root_length, Stress_Root_length, Stress_Root_thickness",50.1
"Root_length, Stress_Root_length, Stress_Shoot_thickness",57.7
"Root_length, Stress_Root_length, Lost_Root_weight",51.8
"Root_length, Stress_Root_length, Lost_Shoot_weight",53.9
"Root_length, Stress_Root_length, Lost_Root_length",52.5
"Root_length, Stress_Root_length, Lost_Shoot_length",50.1
"Root_length, Stress_Root_length, Lost_Root_thickness",50.1
"Root_length, Stress_Root_length, Lost_Shoot_thickness",50.9
"Root_length, Stress_Root_length, Lost_Chlorophyll_A",52.5
"Root_length, Stress_Root_length, Lost_Chlorophyll_B",51.6
"Root_length, Stress_Root_length, Seed_volume",55.1
"Root_length, Stress_Root_length, Seed_density",50.4
"Root_length, Stress_Shoot_length, Stress_Root_Na+",42
"Root_length, Stress_Shoot_length, Stress_Root_K+",41.4
"Root_length, Stress_Shoot_length, Stress_Shoot_Na+",41.7
"Root_length, Stress_Shoot_length, Stress_Shoot_K+",39.2
"Root_length, Stress_Shoot_length, SES",55
"Root_length, Stress_Shoot_length, Stress_Chlorophyll_A",55.2
"Root_length, Stress_Shoot_length, Stress_Chlorophyll_B",54.6
"Root_length, Stress_Shoot_length, Width_WO_husk",46.9
"Root_length, Stress_Shoot_length, Length_WO_husk",41.6
"Root_length, Stress_Shoot_length, Height_WO_husk",51.6
"Root_length, Stress_Shoot_length, Seed_Weight",50.4
"Root_length, Stress_Shoot_length, Root_thickness",47.6
"Root_length, Stress_Shoot_length, Shoot_thickness",52.2
"Root_length, Stress_Shoot_length, Stress_Root_thickness",50.1
"Root_length, Stress_Shoot_length, Stress_Shoot_thickness",54.9
"Root_length, Stress_Shoot_length, Lost_Root_weight",44.2
"Root_length, Stress_Shoot_length, Lost_Shoot_weight",47.3
"Root_length, Stress_Shoot_length, Lost_Root_length",49.3
"Root_length, Stress_Shoot_length, Lost_Shoot_length",41.3
"Root_length, Stress_Shoot_length, Lost_Root_thickness",40.1
"Root_length, Stress_Shoot_length, Lost_Shoot_thickness",41.3
"Root_length, Stress_Shoot_length, Lost_Chlorophyll_A",49.7
"Root_length, Stress_Shoot_length, Lost_Chlorophyll_B",48
"Root_length, Stress_Shoot_length, Seed_volume",50
"Root_length, Stress_Shoot_length, Seed_density",40.5
"Root_length, Stress_Root_Na+, Stress_Root_K+",65.6
"Root_length, Stress_Root_Na+, Stress_Shoot_Na+",39.5
"Root_length, Stress_Root_Na+, Stress_Shoot_K+",40.9
"Root_length, Stress_Root_Na+, SES",41.7
"Root_length, Stress_Root_Na+, Stress_Chlorophyll_A",37.8
"Root_length, Stress_Root_Na+, Stress_Chlorophyll_B",38
"Root_length, Stress_Root_Na+, Width_WO_husk",45.4
"Root_length, Stress_Root_Na+, Length_WO_husk",39.5
"Root_length, Stress_Root_Na+, Height_WO_husk",47.5
"Root_length, Stress_Root_Na+, Seed_Weight",44.3
"Root_length, Stress_Root_Na+, Root_thickness",38.8
"Root_length, Stress_Root_Na+, Shoot_thickness",45.7
"Root_length, Stress_Root_Na+, Stress_Root_thickness",40
"Root_length, Stress_Root_Na+, Stress_Shoot_thickness",43
"Root_length, Stress_Root_Na+, Lost_Root_weight",43.4
"Root_length, Stress_Root_Na+, Lost_Shoot_weight",45.9
"Root_length, Stress_Root_Na+, Lost_Root_length",48.9
"Root_length, Stress_Root_Na+, Lost_Shoot_length",44.7
"Root_length, Stress_Root_Na+, Lost_Root_thickness",41.6
"Root_length, Stress_Root_Na+, Lost_Shoot_thickness",40.8
"Root_length, Stress_Root_Na+, Lost_Chlorophyll_A",38.8
"Root_length, Stress_Root_Na+, Lost_Chlorophyll_B",38.8
"Root_length, Stress_Root_Na+, Seed_volume",44.2
"Root_length, Stress_Root_Na+, Seed_density",37.6
"Root_length, Stress_Root_K+, Stress_Shoot_Na+",41.8
"Root_length, Stress_Root_K+, Stress_Shoot_K+",40.8
"Root_length, Stress_Root_K+, SES",41.9
"Root_length, Stress_Root_K+, Stress_Chlorophyll_A",38
"Root_length, Stress_Root_K+, Stress_Chlorophyll_B",38
"Root_length, Stress_Root_K+, Width_WO_husk",46.2
"Root_length, Stress_Root_K+, Length_WO_husk",40.4
"Root_length, Stress_Root_K+, Height_WO_husk",48.1
"Root_length, Stress_Root_K+, Seed_Weight",44.5
"Root_length, Stress_Root_K+, Root_thickness",40.5
"Root_length, Stress_Root_K+, Shoot_thickness",45.6
"Root_length, Stress_Root_K+, Stress_Root_thickness",40
"Root_length, Stress_Root_K+, Stress_Shoot_thickness",43.4
"Root_length, Stress_Root_K+, Lost_Root_weight",43.2
"Root_length, Stress_Root_K+, Lost_Shoot_weight",45.6
"Root_length, Stress_Root_K+, Lost_Root_length",49.3
"Root_length, Stress_Root_K+, Lost_Shoot_length",44.5
"Root_length, Stress_Root_K+, Lost_Root_thickness",43.3
